Test Case ID,Input Name,Input Type,Suggestion Rank,Suggestion ID,Suggestion Name,Similarity Score
39,Timer event after 24 hours,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.26211512088775635
40,Escalate to manager,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.2939310669898987
40,Escalate to manager,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.27319562435150146
40,Escalate to manager,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.2450009286403656
40,Escalate to manager,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.23630337417125702
40,Escalate to manager,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.23433026671409607
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,1,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.37595421075820923
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,2,io.camunda.connectors.Jdbc.v1,SQL Database Connector,0.36569392681121826
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,3,io.camunda.connectors.UIPath.v1,UiPath Outbound Connector,0.36525294184684753
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,4,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,0.35514166951179504
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,5,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,0.31689688563346863
42,Initiate Payment Process,bpmn:StartEvent,1,io.camunda.connectors.webhook.WebhookConnector.v1,Webhook Start Event Connector,0.38880249857902527
42,Initiate Payment Process,bpmn:StartEvent,2,io.camunda.connectors.webhook.WebhookConnectorStartMessage.v1,Webhook Message Start Event Connector,0.37959277629852295
42,Initiate Payment Process,bpmn:StartEvent,3,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.3793686032295227
42,Initiate Payment Process,bpmn:StartEvent,4,io.camunda.connectors.TwilioWebhook.v1,Twilio Start Event Connector,0.379093199968338
42,Initiate Payment Process,bpmn:StartEvent,5,io.camunda.connectors.inbound.RabbitMQ.MessageStart.v1,RabbitMQ Message Start Event Connector,0.373930960893631
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.2826578915119171
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.26997604966163635
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.26819831132888794
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.AWSSNS.IntermediateCatchEvent.v1,SNS HTTPS Intermediate Catch Event Connector,0.2652805745601654
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.2625950872898102
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,1,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,0.45934104919433594
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,2,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.4577183127403259
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,3,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,0.44635626673698425
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,4,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.41800981760025024
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,5,io.camunda.connectors.inbound.Slack.BoundaryEvent.v1,Slack Webhook Boundary Event Connector,0.4080730080604553
45,Review & Approve Contract Documents,bpmn:Task,1,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.393147736787796
45,Review & Approve Contract Documents,bpmn:Task,2,io.camunda.connectors.GitLab.v1,GitLab Outbound Connector,0.3629009425640106
45,Review & Approve Contract Documents,bpmn:Task,3,io.camunda.connectors.EasyPost.v1,Easy Post Outbound Connector,0.3594457507133484
45,Review & Approve Contract Documents,bpmn:Task,4,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,0.3530234098434448
45,Review & Approve Contract Documents,bpmn:Task,5,io.camunda.connectors.UIPath.v1,UiPath Outbound Connector,0.34165576100349426
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.40057897567749023
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.36693108081817627
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.36350443959236145
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.3586248457431793
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.3437371253967285
47,Callback to External System with JSON Payload,bpmn:Task,1,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,0.5818662047386169
47,Callback to External System with JSON Payload,bpmn:Task,2,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,0.5782400965690613
47,Callback to External System with JSON Payload,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.47505462169647217
47,Callback to External System with JSON Payload,bpmn:Task,4,io.camunda.connectors.AWSLAMBDA.v2,AWS Lambda Outbound Connector,0.46025586128234863
47,Callback to External System with JSON Payload,bpmn:Task,5,io.camunda.connectors.KAFKA.v1,Kafka Outbound Connector,0.4441756010055542
48,N/A,bpmn:Task,1,io.camunda.connectors.GoogleSheets.v1,Google Sheets Outbound Connector,0.23430316150188446
48,N/A,bpmn:Task,2,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.23052863776683807
48,N/A,bpmn:Task,3,io.camunda.connectors.Asana.v1,Asana Outbound Connector,0.22935396432876587
48,N/A,bpmn:Task,4,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,0.2262793481349945
48,N/A,bpmn:Task,5,io.camunda.connectors.GraphQL.v1,GraphQL Outbound Connector,0.22128476202487946
49,   ,bpmn:StartEvent,1,io.camunda.connectors.webhook.GithubWebhookConnectorMessageStart.v1,GitHub Webhook Message Start Event Connector,0.290319561958313
49,   ,bpmn:StartEvent,2,io.camunda.connectors.inbound.RabbitMQ.MessageStart.v1,RabbitMQ Message Start Event Connector,0.2726278305053711
49,   ,bpmn:StartEvent,3,io.camunda.connectors.webhook.GithubWebhookConnector.v1,GitHub Webhook Start Event Connector,0.27138346433639526
49,   ,bpmn:StartEvent,4,io.camunda.connectors.inbound.AWSSNS.MessageStartEvent.v1,SNS HTTPS Message Start Event Connector Subscription,0.2657302916049957
49,   ,bpmn:StartEvent,5,io.camunda.connectors.inbound.RabbitMQ.StartEvent.v1,RabbitMQ Start Event Connector,0.2605224549770355
50,boundary_event_12345!?$,bpmn:BoundaryEvent,1,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.5071941614151001
50,boundary_event_12345!?$,bpmn:BoundaryEvent,2,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.49111515283584595
50,boundary_event_12345!?$,bpmn:BoundaryEvent,3,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.46672147512435913
50,boundary_event_12345!?$,bpmn:BoundaryEvent,4,io.camunda.connectors.AWSEventBridge.boundary.v1,Amazon EventBridge Boundary Event Connector,0.45384228229522705
50,boundary_event_12345!?$,bpmn:BoundaryEvent,5,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,0.44940707087516785
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.4115372598171234
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.35506966710090637
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.3376561403274536
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.3362691402435303
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.3325425982475281
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.33576685190200806
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.314741313457489
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.2933690547943115
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.28877317905426025
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.28483617305755615
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,1,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,0.40437909960746765
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,2,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,0.40206658840179443
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,3,io.camunda.connectors.GoogleSheets.v1,Google Sheets Outbound Connector,0.3788553774356842
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,4,io.camunda.connectors.KAFKA.v1,Kafka Outbound Connector,0.37708646059036255
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,5,io.camunda.connectors.UIPath.v1,UiPath Outbound Connector,0.37488454580307007
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,1,io.camunda.connectors.GoogleMapsPlatform.v1,Google Maps Platform Outbound Connector,0.27135351300239563
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,2,io.camunda.connectors.HuggingFace.v1,Hugging Face Outbound Connector,0.21506761014461517
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,3,io.camunda.connectors.WhatsApp.v1,WhatsApp Business Outbound Connector,0.20065216720104218
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,4,io.camunda.connectors.GraphQL.v1,GraphQL Outbound Connector,0.2003331184387207
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,5,io.camunda.connectors.OpenAI.v1,OpenAI Outbound Connector,0.2000426948070526
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.21048733592033386
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.20620855689048767
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.20054741203784943
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,0.187667116522789
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.inbound.AWSSNS.IntermediateCatchEvent.v1,SNS HTTPS Intermediate Catch Event Connector,0.18716350197792053
56,--------------------,bpmn:Task,1,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,0.4220983386039734
56,--------------------,bpmn:Task,2,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.40252405405044556
56,--------------------,bpmn:Task,3,io.camunda.connectors.UIPath.v1,UiPath Outbound Connector,0.3695901334285736
56,--------------------,bpmn:Task,4,io.camunda.connectors.MSTeams.v1,Microsoft Teams Outbound Connector,0.35902684926986694
56,--------------------,bpmn:Task,5,io.camunda.connectors.HuggingFace.v1,Hugging Face Outbound Connector,0.34824371337890625
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,1,io.camunda.connectors.GoogleSheets.v1,Google Sheets Outbound Connector,0.34389573335647583
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,2,io.camunda.connectors.EasyPost.v1,Easy Post Outbound Connector,0.32487571239471436
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,3,io.camunda.connectors.GoogleDrive.v1,Google Drive Outbound Connector,0.31594473123550415
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,4,io.camunda.connectors.GitLab.v1,GitLab Outbound Connector,0.31194868683815
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,5,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,0.30380886793136597
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,1,io.camunda.connectors.webhook.WebhookConnector.v1,Webhook Start Event Connector,0.3615702688694
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,2,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,0.35289084911346436
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,3,io.camunda.connectors.webhook.WebhookConnectorStartMessage.v1,Webhook Message Start Event Connector,0.3462267816066742
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,4,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,0.33681362867355347
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,5,io.camunda.connectors.inbound.KafkaMessageStart.v1,Kafka Message Start Event Connector,0.321609765291214
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,1,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,0.4650164246559143
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,2,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,0.45422279834747314
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,3,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,0.4491780996322632
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,4,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,0.44321349263191223
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,5,io.camunda.connectors.Twilio.Webhook.Boundary.v1,Twilio Boundary Event Connector,0.42849576473236084
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.44044196605682373
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,0.4262518286705017
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,0.4157857298851013
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,0.40974730253219604
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.40781334042549133
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,0.4359774887561798
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.AWSEventBridge.intermediate.v1,Amazon EventBridge Intermediate Catch Event Connector,0.43321067094802856
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,0.4222623109817505
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,0.40435561537742615
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,0.3923909366130829
