Test Case ID,Input Name,Input Type,Suggestion Rank,Suggestion ID,Suggestion Name,Similarity Score
40,Escalate to manager,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,10.742374420166016
40,Escalate to manager,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,9.469269752502441
40,Escalate to manager,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,9.420370101928711
40,Escalate to manager,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,9.186655044555664
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,1,io.camunda.connectors.Jdbc.v1,SQL Database Connector,14.425579071044922
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,2,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,14.296252250671387
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,3,io.camunda.connectors.UIPath.v1,UiPath Outbound Connector,13.721651077270508
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,4,io.camunda.connectors.MSFT.O365.Mail.v1,Microsoft Office 365 Mail Connector,13.094115257263184
41,"Validate user input, store results in DB, then trigger notification email",bpmn:Task,5,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,12.320657730102539
42,Initiate Payment Process,bpmn:StartEvent,1,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,15.343585968017578
42,Initiate Payment Process,bpmn:StartEvent,2,io.camunda.connectors.webhook.WebhookConnector.v1,Webhook Start Event Connector,14.9583158493042
42,Initiate Payment Process,bpmn:StartEvent,3,io.camunda.connectors.inbound.RabbitMQ.MessageStart.v1,RabbitMQ Message Start Event Connector,14.77726936340332
42,Initiate Payment Process,bpmn:StartEvent,4,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,14.72043228149414
42,Initiate Payment Process,bpmn:StartEvent,5,io.camunda.connectors.TwilioWebhook.v1,Twilio Start Event Connector,14.681612968444824
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,10.882648468017578
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,10.520687103271484
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,10.225805282592773
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,10.119842529296875
43,Data Synchronization Timeout,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.inbound.AWSSNS.IntermediateCatchEvent.v1,SNS HTTPS Intermediate Catch Event Connector,9.999933242797852
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,1,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,19.383411407470703
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,2,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,19.07410430908203
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,3,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,18.701032638549805
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,4,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,17.009437561035156
44,Boundary Timer for SLA breach,bpmn:BoundaryEvent,5,io.camunda.connectors.inbound.Slack.BoundaryEvent.v1,Slack Webhook Boundary Event Connector,16.867034912109375
45,Review & Approve Contract Documents,bpmn:Task,1,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,15.035787582397461
45,Review & Approve Contract Documents,bpmn:Task,2,io.camunda.connectors.GitLab.v1,GitLab Outbound Connector,14.856081008911133
45,Review & Approve Contract Documents,bpmn:Task,3,io.camunda.connectors.EasyPost.v1,Easy Post Outbound Connector,14.294742584228516
45,Review & Approve Contract Documents,bpmn:Task,4,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,13.803926467895508
45,Review & Approve Contract Documents,bpmn:Task,5,io.camunda.connectors.GitHub.v1,GitHub Outbound Connector,13.10200309753418
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,15.348529815673828
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,13.760784149169922
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,13.548257827758789
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,13.254444122314453
46,Wait for 2 hours,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,13.02487564086914
47,Callback to External System with JSON Payload,bpmn:Task,1,io.camunda.connectors.Salesforce.v1,Salesforce Outbound Connector,22.08420753479004
47,Callback to External System with JSON Payload,bpmn:Task,2,io.camunda.connectors.HttpJson.v2,REST Outbound Connector,21.68644142150879
47,Callback to External System with JSON Payload,bpmn:Task,3,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,18.867063522338867
47,Callback to External System with JSON Payload,bpmn:Task,4,io.camunda.connectors.AWSLAMBDA.v2,AWS Lambda Outbound Connector,17.799251556396484
47,Callback to External System with JSON Payload,bpmn:Task,5,io.camunda.connectors.RabbitMQ.v1,RabbitMQ Outbound Connector,17.118938446044922
48,N/A,bpmn:Task,1,io.camunda.connectors.Asana.v1,Asana Outbound Connector,9.555535316467285
48,N/A,bpmn:Task,2,io.camunda.connectors.GoogleSheets.v1,Google Sheets Outbound Connector,9.302877426147461
48,N/A,bpmn:Task,3,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,9.0193452835083
48,N/A,bpmn:Task,4,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,8.987241744995117
48,N/A,bpmn:Task,5,io.camunda.connectors.AWSSNS.v1,Amazon SNS Outbound connector,8.895559310913086
49,   ,bpmn:StartEvent,1,io.camunda.connectors.webhook.GithubWebhookConnectorMessageStart.v1,GitHub Webhook Message Start Event Connector,12.061352729797363
49,   ,bpmn:StartEvent,2,io.camunda.connectors.webhook.GithubWebhookConnector.v1,GitHub Webhook Start Event Connector,11.254672050476074
49,   ,bpmn:StartEvent,3,io.camunda.connectors.inbound.RabbitMQ.MessageStart.v1,RabbitMQ Message Start Event Connector,11.251152038574219
49,   ,bpmn:StartEvent,4,io.camunda.connectors.inbound.AWSSNS.MessageStartEvent.v1,SNS HTTPS Message Start Event Connector Subscription,10.841004371643066
49,   ,bpmn:StartEvent,5,io.camunda.connectors.inbound.RabbitMQ.StartEvent.v1,RabbitMQ Start Event Connector,10.750163078308105
50,boundary_event_12345!?$,bpmn:BoundaryEvent,1,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,19.96416473388672
50,boundary_event_12345!?$,bpmn:BoundaryEvent,2,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,19.85386085510254
50,boundary_event_12345!?$,bpmn:BoundaryEvent,3,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,18.129718780517578
50,boundary_event_12345!?$,bpmn:BoundaryEvent,4,io.camunda.connectors.inbound.KafkaBoundary.v1,Kafka Boundary Event Connector,17.974365234375
50,boundary_event_12345!?$,bpmn:BoundaryEvent,5,io.camunda.connectors.AWSEventBridge.boundary.v1,Amazon EventBridge Boundary Event Connector,17.665103912353516
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,17.106416702270508
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,14.440629005432129
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,13.964204788208008
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,13.716938018798828
51,Fire-and-Forget Notification,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.Twilio.Webhook.Intermediate.v1,Twilio Intermediate Catch Event Connector,13.320404052734375
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,14.148950576782227
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,13.103729248046875
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,11.941631317138672
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,11.924583435058594
52,Escalate to Human Operator if No Response in 24h,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,11.674018859863281
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,1,io.camunda.connectors.CamundaOperate.v1,Camunda Operate Outbound connector,16.7960205078125
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,2,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,16.341922760009766
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,3,io.camunda.connectors.GoogleSheets.v1,Google Sheets Outbound Connector,15.338672637939453
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,4,io.camunda.connectors.KAFKA.v1,Kafka Outbound Connector,15.187437057495117
53,Check XYZ System’s Health and Retry Connection,bpmn:Task,5,io.camunda.connectors.AWSSQS.v1,Amazon SQS Outbound Connector,15.117412567138672
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,1,io.camunda.connectors.GoogleMapsPlatform.v1,Google Maps Platform Outbound Connector,11.07010269165039
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,2,io.camunda.connectors.HuggingFace.v1,Hugging Face Outbound Connector,9.030080795288086
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,3,io.camunda.connectors.OpenAI.v1,OpenAI Outbound Connector,8.41188907623291
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,4,io.camunda.connectors.GraphQL.v1,GraphQL Outbound Connector,8.025428771972656
54,非常に長い名前のタスク - 国際化テスト (Internationalization Test),bpmn:Task,5,io.camunda.connectors.GoogleSheets.v1,Google Sheets Outbound Connector,8.00888442993164
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,8.476715087890625
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,8.346735000610352
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,7.830137729644775
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.webhook.GithubWebhookConnectorIntermediate.v1,GitHub Webhook Intermediate Catch Event Connector,7.512190818786621
55,Multiple Approvals from Different Departments Required,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.inbound.AWSSNS.IntermediateCatchEvent.v1,SNS HTTPS Intermediate Catch Event Connector,7.328312873840332
56,--------------------,bpmn:Task,1,io.camunda.connectors.BluePrism.v1,Blue Prism Outbound Connector,13.140372276306152
56,--------------------,bpmn:Task,2,io.camunda.connectors.AutomationAnywhere,Automation Anywhere Outbound Connector,12.256239891052246
56,--------------------,bpmn:Task,3,io.camunda.connectors.HuggingFace.v1,Hugging Face Outbound Connector,11.271066665649414
56,--------------------,bpmn:Task,4,io.camunda.connectors.UIPath.v1,UiPath Outbound Connector,11.117599487304688
56,--------------------,bpmn:Task,5,io.camunda.connectors.Asana.v1,Asana Outbound Connector,10.926939010620117
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,1,io.camunda.connectors.GoogleSheets.v1,Google Sheets Outbound Connector,13.657390594482422
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,2,io.camunda.connectors.EasyPost.v1,Easy Post Outbound Connector,13.17325210571289
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,3,io.camunda.connectors.GitLab.v1,GitLab Outbound Connector,13.020636558532715
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,4,io.camunda.connectors.GoogleDrive.v1,Google Drive Outbound Connector,12.76772689819336
57,Generate Monthly Financial Reports & Send PDF to CFO,bpmn:Task,5,io.camunda.connectors.Jdbc.v1,SQL Database Connector,12.11557388305664
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,1,io.camunda.connectors.AWSSQS.StartEvent.v1,Amazon SQS Start Event Connector,15.087050437927246
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,2,io.camunda.connectors.webhook.WebhookConnector.v1,Webhook Start Event Connector,14.704318046569824
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,3,io.camunda.connectors.AWSSQS.startmessage.v1,Amazon SQS Message Start Event Connector,14.420068740844727
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,4,io.camunda.connectors.webhook.WebhookConnectorStartMessage.v1,Webhook Message Start Event Connector,13.980719566345215
58,Initialize Process Flow For Quarterly Audit,bpmn:StartEvent,5,io.camunda.connectors.inbound.KafkaMessageStart.v1,Kafka Message Start Event Connector,13.621106147766113
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,1,io.camunda.connectors.http.Polling.Boundary,HTTP Polling Boundary Catch Event Connector,18.837722778320312
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,2,io.camunda.connectors.AWSSQS.boundary.v1,Amazon SQS Boundary Event Connector,18.556739807128906
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,3,io.camunda.connectors.webhook.WebhookConnectorBoundary.v1,Webhook Boundary Event Connector,18.031158447265625
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,4,io.camunda.connectors.inbound.RabbitMQ.Boundary.v1,RabbitMQ Boundary Event Connector,17.828351974487305
59,Boundary Error Catching For Database Exception,bpmn:BoundaryEvent,5,io.camunda.connectors.Twilio.Webhook.Boundary.v1,Twilio Boundary Event Connector,16.90763282775879
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,17.554670333862305
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,2,io.camunda.connectors.webhook.WebhookConnectorIntermediate.v1,Webhook Intermediate Event Connector,16.38750457763672
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,3,io.camunda.connectors.http.Polling,HTTP Polling Intermediate Catch Event Connector,16.373001098632812
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,4,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,16.24844741821289
60,Sensor Trigger - Catch Motion Input,bpmn:IntermediateCatchEvent,5,io.camunda.connectors.AWSEventBridge.intermediate.v1,Amazon EventBridge Intermediate Catch Event Connector,15.798173904418945
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,1,io.camunda.connectors.AWSSQS.intermediate.v1,Amazon SQS Intermediate Message Catch Event connector,18.180648803710938
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,2,io.camunda.connectors.AWSEventBridge.intermediate.v1,Amazon EventBridge Intermediate Catch Event Connector,17.62964630126953
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,3,io.camunda.connectors.inbound.RabbitMQ.Intermediate.v1,RabbitMQ Intermediate Catch Event Connector,17.280174255371094
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,4,io.camunda.connectors.inbound.Slack.IntermediateCatchEvent.v1,Slack Webhook Intermediate Catch Event Connector,16.498004913330078
61,Signal Throw to Downstream Systems,bpmn:IntermediateThrowEvent,5,io.camunda.connectors.inbound.KafkaIntermediate.v1,Kafka Intermediate Catch Event Connector,16.19530487060547
